Booster_Doses_50Plus,prop_age8084,new_cases_50_min,new_deaths_10_max,PEOPLE_POSITIVE_NEW_CASES_COUNT,Vaccine_available,new_cases_10_max,new_deaths_100_max,income_support,new_cases_100_max,rainfall_mm,new_cases_30_lag,new_cases_350_lag,new_deaths_7_lag,new_cases_50_lag,international_travel_controls,new_cases_150_lag,new_deaths_3_lag,new_deaths_4_lag,new_deaths_1_lag,vaccination_policy,minimum_temperature_celsius,new_cases_3_lag,new_cases_1 lag,new_deaths_10_min,new_deaths_50_max,GDP_current_dollar,new_deaths_10_mean,debt_relief,new_cases_100_min,restrictions_on_internal_movement,restrictions_on_gatherings,new_hospitalized_patients,new_cases_50_max,PROVINCE_STATE_NAME,workplace_closing,school_closing,dew_point,vaccination_rate_1dose,new_deaths_50_min,Series_Complete_5Plus,new_deaths_50_lag,new_cases_10_mean,contact_tracing,new_deaths_30_lag,vaccination_rate_complete,new_cases_100_std,new_deaths_100_min,facial_coverings,Booster_Doses_5Plus,new_cases_7_lag
0.0,1.716469941143982,5.0,5.0,261,0,261.0,55.0,1.0,1831.0,0.564444,183.0,247.0,0.0,101.0,3.0,922.0,3.0,3.0,5.0,0.0,3.567901,161.0,216.0,0.0,15.0,3068809392,2.4,2.0,5.0,2.0,4.0,0.0,261.0,California,3.0,3.0,7.642857,0.0,0.0,0.0,12.0,134.2,1.0,6.0,0.0,408.4858083905736,0.0,0.0,0.0,61.0
0.0,1.716469941143982,5.0,7.0,306,0,306.0,55.0,1.0,1831.0,0.818444,145.0,198.0,1.0,108.0,3.0,848.0,2.0,3.0,4.0,0.0,6.074074,174.0,261.0,0.0,15.0,3068809392,3.1,2.0,5.0,2.0,4.0,0.0,306.0,California,3.0,3.0,8.531746,0.0,0.0,0.0,7.0,159.8,1.0,6.0,0.0,384.5782021062663,0.0,0.0,0.0,97.0
0.0,1.716469941143982,5.0,7.0,388,0,388.0,55.0,1.0,1816.0,6.914444,159.0,88.0,5.0,58.0,3.0,1264.0,5.0,2.0,7.0,0.0,6.950617,216.0,306.0,0.0,15.0,3068809392,3.4,2.0,5.0,2.0,4.0,0.0,388.0,California,3.0,3.0,9.809524,0.0,0.0,0.0,14.0,191.8,1.0,3.0,0.0,353.6494119401179,0.0,0.0,0.0,110.0
0.0,1.716469941143982,5.0,13.0,406,0,406.0,55.0,1.0,1550.0,2.060222,78.0,63.0,3.0,37.0,3.0,1645.0,4.0,5.0,4.0,0.0,7.895062,261.0,388.0,1.0,15.0,3068809392,4.7,2.0,5.0,2.0,4.0,0.0,406.0,California,3.0,3.0,8.277778,0.0,0.0,0.0,14.0,226.3,1.0,0.0,0.0,319.8570190353765,0.0,0.0,0.0,144.0
0.0,1.716469941143982,5.0,16.0,539,0,539.0,55.0,1.0,1550.0,2.652889,50.0,224.0,3.0,35.0,3.0,969.0,7.0,4.0,13.0,0.0,6.401235,306.0,406.0,2.0,16.0,3068809392,6.2,2.0,5.0,2.0,4.0,0.0,539.0,California,3.0,3.0,7.269841,0.0,0.0,0.0,15.0,270.5,1.0,2.0,0.0,316.8903764821603,0.0,0.0,0.0,161.0
0.0,1.716469941143982,5.0,16.0,877,0,877.0,55.0,1.0,1550.0,3.358444,40.0,198.0,2.0,97.0,3.0,383.0,4.0,7.0,16.0,0.0,1.419753,388.0,539.0,2.0,16.0,3068809392,7.2,2.0,5.0,2.0,4.0,0.0,877.0,California,3.0,3.0,4.047619,0.0,0.0,0.0,10.0,347.2,1.0,2.0,0.0,318.3740770371035,0.0,0.0,0.0,174.0
0.0,1.716469941143982,5.0,21.0,855,0,877.0,55.0,2.0,1260.0,0.141111,204.0,295.0,5.0,109.0,3.0,938.0,13.0,4.0,15.0,0.0,1.203704,406.0,877.0,2.0,21.0,3068809392,9.0,2.0,5.0,2.0,4.0,0.0,877.0,California,3.0,3.0,3.31746,0.0,0.0,0.0,6.0,418.3,1.0,2.0,0.0,297.8045828994144,0.0,0.0,0.0,216.0
0.0,1.716469941143982,5.0,21.0,651,0,877.0,55.0,2.0,1260.0,0.0,154.0,389.0,4.0,97.0,3.0,2334.0,16.0,13.0,21.0,0.0,2.111111,539.0,855.0,2.0,21.0,3068809392,10.5,2.0,5.0,2.0,4.0,0.0,877.0,California,3.0,3.0,4.992063,0.0,0.0,0.0,5.0,467.3,1.0,2.0,0.0,290.776611643238,0.0,0.0,0.0,261.0
0.0,1.716469941143982,5.0,21.0,755,0,877.0,55.0,2.0,1260.0,1.467556,186.0,254.0,7.0,112.0,3.0,3537.0,15.0,16.0,18.0,0.0,4.518519,877.0,651.0,4.0,21.0,3068809392,11.3,2.0,5.0,2.0,4.0,0.0,877.0,California,3.0,3.0,8.301587,0.0,0.0,0.0,0.0,525.4,1.0,4.0,0.0,283.2737327686812,0.0,0.0,0.0,306.0
0.0,1.716469941143982,5.0,21.0,1100,0,1100.0,55.0,2.0,1100.0,0.987778,135.0,91.0,4.0,62.0,3.0,4780.0,21.0,15.0,10.0,0.0,4.740741,855.0,755.0,4.0,21.0,3068809392,12.3,2.0,5.0,2.0,4.0,0.0,1100.0,California,3.0,3.0,7.84127,0.0,0.0,0.0,4.0,613.8,1.0,4.0,0.0,278.1402589275745,0.0,0.0,0.0,388.0
0.0,1.716469941143982,5.0,37.0,1162,0,1162.0,55.0,2.0,1162.0,0.0,5.0,106.0,13.0,28.0,3.0,3829.0,18.0,21.0,15.0,0.0,5.469136,651.0,1100.0,4.0,37.0,3068809392,15.6,2.0,5.0,2.0,4.0,0.0,1162.0,California,3.0,3.0,8.920635,0.0,0.0,0.0,3.0,703.9,1.0,0.0,0.0,285.1785495991059,0.0,0.0,0.0,406.0
0.0,1.716469941143982,5.0,37.0,1274,0,1274.0,55.0,2.0,1274.0,0.0,5.0,313.0,16.0,31.0,3.0,3940.0,10.0,18.0,37.0,0.0,6.87037,755.0,1162.0,4.0,37.0,3068809392,17.6,2.0,5.0,2.0,4.0,0.0,1274.0,California,3.0,3.0,8.746032,0.0,0.0,0.0,5.0,800.7,1.0,0.0,0.0,298.5283789361366,0.0,1.0,0.0,539.0
0.0,1.716469941143982,5.0,37.0,1333,0,1333.0,55.0,2.0,1333.0,0.0,7.0,286.0,15.0,87.0,3.0,2001.0,15.0,10.0,27.0,0.0,4.788889,1100.0,1274.0,10.0,37.0,3068809392,20.6,2.0,5.0,2.0,4.0,0.0,1333.0,California,3.0,3.0,1.631944,0.0,0.0,0.0,3.0,895.2,1.0,0.0,0.0,315.0842598544323,0.0,1.0,0.0,877.0
0.0,1.716469941143982,5.0,37.0,1378,0,1378.0,55.0,2.0,1378.0,0.0,10.0,284.0,21.0,126.0,3.0,1644.0,37.0,15.0,34.0,0.0,2.866667,1162.0,1333.0,10.0,37.0,3068809392,23.0,2.0,5.0,2.0,4.0,0.0,1378.0,California,3.0,3.0,1.027778,0.0,0.0,0.0,9.0,992.4,1.0,1.0,0.0,330.9899378981687,0.0,1.0,0.0,855.0
0.0,1.716469941143982,5.0,41.0,1228,0,1378.0,55.0,2.0,1378.0,0.0,12.0,277.0,18.0,87.0,3.0,6286.0,27.0,37.0,37.0,0.0,2.9,1274.0,1378.0,10.0,41.0,3068809392,25.5,2.0,5.0,2.0,4.0,0.0,1378.0,California,3.0,3.0,3.104167,0.0,0.0,0.0,7.0,1061.3,1.0,0.0,0.0,336.38049808941673,0.0,2.0,0.0,651.0
0.0,1.716469941143982,5.0,41.0,1406,0,1406.0,55.0,2.0,1406.0,0.7366,14.0,251.0,10.0,74.0,3.0,7178.0,34.0,27.0,41.0,0.0,5.15,1333.0,1228.0,10.0,41.0,3068809392,26.8,2.0,5.0,2.0,4.0,0.0,1406.0,California,3.0,3.0,8.118056,0.0,0.0,0.0,4.0,1114.2,1.0,0.0,0.0,353.20891734618465,0.0,2.0,0.0,755.0
0.0,1.716469941143982,5.0,41.0,1159,0,1406.0,55.0,2.0,1406.0,16.6116,19.0,130.0,15.0,80.0,3.0,7427.0,37.0,34.0,28.0,0.0,4.922222,1378.0,1406.0,10.0,41.0,3068809392,28.2,2.0,5.0,2.0,4.0,0.0,1406.0,California,3.0,3.0,8.048611,0.0,0.0,0.0,3.0,1144.6,1.0,0.0,0.0,362.9936097330163,0.0,3.0,0.0,1100.0
