Date,new_cases_10_min,income_support,contact_tracing,personal_income,Booster_Doses_12to18,new_cases_2_lag,restrictions_on_internal_movement,testing_policy,facial_coverings,debt_relief,new_cases_3_lag,current_intensive_care_patients,public_information_campaigns,new_cases_50_min,new_cases_30_lag,international_travel_controls,workplace_closing,public_transport_closing,school_closing,stay_at_home_requirements,new_cases_100_min,new_cases_1 lag,new_cases_4_lag,new_cases_7_lag,relative_humidity,new_cases_50_lag,cancel_public_events,HISP_BLACK,new_hospitalized_patients,restrictions_on_gatherings,new_cases_150_lag,new_cases_350_lag,Vaccine_available,new_cases_10_std,new_cases_50_mean,new_cases_10_max,Administered_Dose1_Recip_5to12,new_cases_100_max,NATIVE_PEOPLES,new_cases_100_mean,Series_Complete_5to12,new_cases_50_std,new_cases_100_std,new_cases_50_max,Booster_Doses_18to50,vaccination_policy,Series_Complete_12Pto18,vaccination_rate_1dose,maximum_temperature_celsius,Administered_Dose1_Recip_12to18,PEOPLE_POSITIVE_NEW_CASES_COUNT,STATE
2020-03-01,0.0,0.0,1.0,3069715,0.0,615.0,0.5,2.0,1.0,0.5,0.0,647.0,2.0,0.0,111.0,3.5,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,33.6665295,245.0,0.0,153804,6.5,0.0,1732.0,0.0,0,209.29893560342032,134.06,615.0,0.0,13790.0,88815,851.94,0.0,143.51468815531555,1939.1156623374327,615.0,0.0,2.5,0.0,0.0,19.0,0.0,0,3
2020-03-02,0.0,0.0,1.0,3069715,0.0,217.0,0.0,1.0,0.0,0.0,615.0,647.0,2.0,0.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.177636,0.0,0.0,153804,0.0,0.0,1912.0,0.0,0,213.7272405043757,134.06,615.0,0.0,13790.0,88815,794.25,0.0,143.51468815531555,1876.145561835506,615.0,0.0,0.0,0.0,0.0,11.027778,0.0,0,3
2020-03-03,0.0,0.0,1.0,3069715,0.0,0.0,0.0,1.0,0.0,0.0,217.0,647.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,387.0,77.820631,0.0,0.0,153804,0.0,0.0,2161.0,524.0,0,217.6865483524798,134.06,615.0,0.0,13790.0,88815,794.25,0.0,143.51468815531555,1876.145561835506,615.0,0.0,0.0,0.0,0.0,12.266667,0.0,0,3
2020-03-04,0.0,0.0,1.0,3069715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,647.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,68.999826,381.0,0.0,153804,0.0,0.0,0.0,146.0,0,217.14449874131384,126.62,615.0,0.0,13790.0,88815,794.34,0.0,140.0524522805198,1876.1072917357783,615.0,0.0,0.0,0.0,0.0,10.6,0.0,9,3
2020-03-05,0.0,0.0,1.0,3069715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,647.0,2.0,0.0,492.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,62.593774,90.0,0.0,153804,0.0,0.0,0.0,145.0,0,216.59693749823973,125.0,615.0,0.0,8919.0,88815,656.53,0.0,140.9502734792274,1341.9738925876984,615.0,0.0,0.0,0.0,0.0,6.755556,0.0,9,3
2020-03-06,0.0,0.0,1.0,3069715,0.0,9.0,0.0,1.0,0.0,0.0,0.0,647.0,2.0,0.0,85.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,615.0,62.979686,190.0,0.0,153804,0.0,0.0,3535.0,197.0,0,197.2175617609965,121.62,615.0,0.0,8919.0,88815,626.12,0.0,141.38540323148783,1321.2086391959326,615.0,0.0,0.0,0.0,0.0,7.172222,0.0,21,3
2020-03-07,0.0,0.0,1.0,3069715,0.0,9.0,0.0,1.0,0.0,0.0,9.0,647.0,2.0,0.0,127.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,217.0,55.489424,184.0,0.0,153804,0.0,0.0,899.0,166.0,0,195.7131971938557,118.7,615.0,0.0,8919.0,88815,587.94,0.0,141.57831179025817,1281.4985847161129,615.0,0.0,0.0,0.0,0.0,5.644444,0.0,38,3
2020-03-08,0.0,0.0,1.0,3069715,0.0,21.0,0.0,1.0,0.0,0.0,9.0,647.0,2.0,0.0,111.0,3.0,0.0,0.0,0.0,0.0,0.0,38.0,9.0,0.0,49.213154,0.0,0.0,153804,0.0,0.0,1354.0,0.0,0,194.9952705986505,119.0,615.0,0.0,8919.0,88815,538.74,0.0,141.33734432198654,1205.0855589739597,615.0,0.0,0.0,0.0,0.0,12.7,0.0,15,3
2020-03-09,0.0,0.0,1.0,3069715,0.0,38.0,0.0,1.0,0.0,0.0,21.0,647.0,2.0,0.0,117.0,3.0,1.0,1.0,0.0,1.0,0.0,15.0,9.0,0.0,34.193793,0.0,0.0,153804,0.0,0.0,1527.0,0.0,0,65.63273235090324,119.6,217.0,0.0,8919.0,88815,490.1,0.0,140.884813284745,1122.8788353117232,615.0,0.0,0.0,0.0,0.0,20.011111,0.0,30,3
2020-03-10,0.0,0.0,1.0,3069715,0.0,15.0,0.0,1.0,0.0,0.0,38.0,647.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,30.0,21.0,0.0,59.224851,143.0,0.0,153804,0.0,0.0,1354.0,341.0,0,12.988884147699835,117.02,38.0,0.0,8919.0,88815,490.24,0.0,141.62677166063023,1122.8179837576515,615.0,0.0,0.0,0.0,0.0,19.022222,0.0,14,3
